drug,ALogP,ALogp2,AMR,apol,nA,nF,nE,nG,nP,nS,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,bpol,nB,PPSA.1,PPSA.2,PPSA.3,PNSA.1,PNSA.2,PNSA.3,DPSA.1,DPSA.2,DPSA.3,FPSA.1,FPSA.2,FPSA.3,FNSA.1,FNSA.2,FNSA.3,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,ECCEN,FMF,fragC,GRAV.1,GRAV.2,GRAV.3,GRAVH.1,GRAVH.2,GRAVH.3,GRAV.4,GRAV.5,GRAV.6,nHBAcc,nHBDon,HybRatio,Kier1,Kier2,Kier3,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.sI,nAtomLC,nAtomP,LOBMAX,LOBMIN,nAtomLAC,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,MLogP,MOMI.X,MOMI.Y,MOMI.Z,MOMI.XY,MOMI.XZ,MOMI.YZ,MOMI.R,PetitjeanNumber,topoShape,geomShape,nRotB,LipinskiFailures,TopoPSA,VABC,VAdjMat,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WD.unity,MW,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,WPATH,WPOL,XLogP,Zagreb
LORLATINIB,2.5566,6.53620356,110.5175,58.390067,0,0,0,0,0,0,17,17,49,0.706305934,-0.32282822,-0.080156659,0.249685354,-0.34418884,35.21086402,36.59986068,54.89783714,64.30928106,69.02981535,2223.303766,2683.743268,3937.77168,4398.68798,4557.549848,11.85,18.99840812,-0.334683719,0.234372067,4.392976229,11.41579624,30.127933,33,384.1225665,900.5572162,23.67658824,224.8623003,-527.1790436,-45.22169297,159.2602661,1427.73626,68.8982812,0.630758804,1.478784228,0.038878779,0.369241196,-0.865668545,-0.074257499,233.92483,548.4257164,14.41868393,136.937738,-321.0440597,-27.53932667,0.099845942,0.142700954,0.056520364,0.434843843,439.5118557,169.4730112,0.721712278,0.278287722,1,0,3,8,4,2,1,0,0,0,0,0.07856742,0.371122216,0.713732789,0,0,0.025,0.110367831,0.157226886,2.443293667,0,0.736978991,0,1.044372017,0,0.198315479,0,6.054291975,9.687213074,14.61316691,2.09115069,2.858250152,3.486545842,21.57662131,14.29493275,13.46403721,11.73308901,9.852519387,8.197221722,5.809290471,4.291127948,16.6790877,9.232133827,7.165947354,5.115418528,3.628777278,2.441375733,1.414163313,0.839995201,577,0.448979592,1834.09,2731.960745,52.26816187,13.97949506,2930.464911,54.13376867,14.31019357,6637.31011,81.46968829,18.79305435,6,1,0.25,23.16804408,9.469387755,4.577854671,3,0,1,0,0,5,1,1,1,9,0,0,1,0,0,0,1,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,15,1.342549216,1.342549216,0,0.436790232,4.160849179,7.506552502,0,4.561318891,21.77268639,0,16.21663621,0,0,0,0.2,0,0.125,0.934275955,0.709896211,0.2,1.298671662,0.25,2.78,5061.222859,4029.190138,2214.136108,1.256138997,2.285867992,1.819757206,7.422554546,0.416666667,0.714285714,0.740445739,0,0,110.06,350.2738288,6.044394119,1.909945681,4.674857241,9.41492146,0.119373661,0.292183611,0.351924104,0.433667711,0.45892361,15.99972438,70.92412574,170.9870796,0.191332046,1.244515426,406.4137605,61.18155833,2.039385278,25.89882633,5.642048972,17.71691674,2094,57,2.585,164
BRIGATINIB,4.1842,17.50752964,164.9352,92.158927,0,0,0,0,0,0,18,18,79,0.807152345,-0.45292983,-0.02536324,0.025399503,0.099856592,57.43216389,56.6128179,75.98669448,83.7250648,74.06918153,2830.626731,3322.360267,4641.89687,4840.143339,4336.777136,11.85,34.96885464,-0.347487963,0.206724155,4.249841984,10.38537751,63.309073,44,714.4422172,2098.345354,35.07834202,211.9183577,-622.4126887,-31.8959704,502.5238594,2720.758042,66.97431242,0.77123556,2.265149673,0.037866834,0.22876444,-0.671890304,-0.034431485,661.831103,1943.824408,32.49519308,196.3128117,-576.5785761,-29.54716948,0.070300762,0.118254502,0.344894809,1.872471201,846.3590671,80.00150777,0.913638911,0.086361089,0,0,2,13,0,6,3,0,0,0,0,0,0.386082763,0.628038314,0,0,0,0.180817518,0.235949444,3.545711408,0.288675135,0.780330086,0.11785113,2.121420619,0.136999156,0.359358488,0.03954825,6.708806875,10.03959367,13.54534887,3.49701938,4.377539098,4.904117943,28.27744564,19.2068598,18.10125272,14.64924501,11.94867285,10.02677628,6.89617102,5.110798317,24.7106207,14.80716861,12.15449596,8.461606497,5.895736265,4.227479848,2.492481244,1.631954395,1416,0.405063291,5329.11,3735.249961,61.11669135,15.51576608,4133.608576,64.29314564,16.04882038,8885.537034,94.26312659,20.7122793,8,2,0.448275862,31.42561983,14.18896447,8.143270843,4,0,8,0,0,8,1,0,0,8,0,0,0,0,2,0,0,0,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,24,1.751521576,1.751521576,0,0.551893796,7.283167986,4.878357424,0,19.14498354,24.48397762,0,7.954919071,0,0,0,0.090909091,0,0,0,0,2.381101578,1.184003953,0.685006711,3.44,19977.3026,17056.99705,4164.957789,1.171208657,4.796519825,4.095358925,11.00349863,0.476190476,0.909090909,0.804285311,8,2,95.67,521.5256871,6.459431619,1.767334749,7.203175712,30.05957952,0.045281339,0.184554422,0.393957555,0.394991541,0.548139286,39.03008998,282.3801952,704.0814397,0.327623179,1.337088383,584.0934619,82.03978342,2.050994586,33.81893437,5.208990151,22.77027215,6293,66,5.112,214
CERITINIB,6.4798,41.98780804,153.7706,86.270548,0,0,0,0,0,0,18,18,74,0.624602859,-0.325075542,0.042211635,-0.040596837,-0.003967469,55.96401156,53.73014324,75.94944555,82.98085888,75.55500446,3106.996411,3641.350934,5159.249063,5512.925664,5166.165695,11.85,34.96885463,-0.341280404,0.247531856,5.81446228,12.77729051,52.787452,41,585.8060735,1625.882395,26.68135849,242.5096817,-673.0763643,-36.01845268,343.2963918,2298.95876,62.69981117,0.70722556,1.962877544,0.032211579,0.29277444,-0.812584283,-0.043483964,485.2324002,1346.744004,22.10058961,200.8745901,-557.5197569,-29.83465183,0.074517359,0.122908147,0.365581388,0.962578233,720.520839,107.7949162,0.869862531,0.130137469,0,0,2,11,2,7,4,1,0,0,0,0,0.308992343,0.489982214,0,0,0,0.135213651,0.149556406,3.370402921,0.166666667,1.300318817,0.234708048,1.776340145,0.029444386,0.428384427,0.037944248,7.596931937,10.31608487,15.26886788,3.250843765,3.810398656,4.711201113,27.44901851,18.05658778,17.17528505,13.74193018,10.79102821,9.11850192,6.074148518,4.692149928,23.46698536,13.73721336,11.1501178,7.395850612,4.998802459,3.536380456,1.890500762,1.248820002,1076,0.351351351,4523.1,3596.302354,59.96917836,15.32093955,3968.128309,62.99308144,15.83173708,8935.306078,94.52674795,20.75087804,7,3,0.428571429,30.94705532,13.77535191,7.853185596,5,0,4,0,0,7,3,0,0,9,0,0,0,0,3,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,4,24,1.383228107,1.383228107,3,1.228950833,6.912463725,10.04702309,0,9.384557933,25.15416552,0,14.46466361,0,0,0.5,0.181818182,0,0,0,0,2.295878389,0,0,3.44,11737.3547,9636.70364,4391.368897,1.2179844,2.672823662,2.194464611,9.450510279,0.470588235,0.888888889,0.749384541,9,2,113.62,502.0646381,6.357552005,3.133316624,6.903393539,15.20708101,0.124122268,0.273468969,0.462051136,0.49413205,0.620044857,25.24379117,174.2595822,528.4404089,0.201806572,1.576228042,558.1372256,76.90533895,2.023824709,29.43343875,7.887468563,15.58370303,4901,64,6.546,200
ALECTINIB,5.2037,27.07849369,144.6345,81.474962,0,0,0,0,0,0,15,16,70,0.610649547,-0.263516302,-0.160185044,0.08278763,0.088543962,38.98885928,43.49191333,65.48873304,75.20837657,73.40163116,3091.741445,3828.600279,5897.630576,6559.016335,6161.679026,11.9,15.99593385,-0.378145618,0.217704446,4.369817582,12.40656831,45.323038,41,590.589181,1328.038839,28.05424993,190.6524344,-428.7139788,-38.06512396,399.9367467,1756.752818,66.11937388,0.755962265,1.699907958,0.035909825,0.244037735,-0.548759782,-0.048723882,461.3928459,1037.519208,21.91714753,148.9456158,-334.9292014,-29.73805893,0.086735529,0.168113699,0.572820238,3.80621139,659.0214466,122.2201688,0.843556505,0.156443495,1,0,0,9,6,9,4,0,1,0,0,0.07856742,0.536823101,1.030482251,0,0,0.03125,0.238042255,0.366762033,2.895652833,0.166666667,1.07079987,0.136082763,1.834653588,0.125,0.495337478,0.067334392,7.65958759,12.99572746,20.97808643,3.996475324,5.863930108,7.908110337,25.02636878,17.41738333,16.25817476,14.92285936,12.91392593,11.44217059,8.594138404,6.867069642,21.48620001,13.27168913,10.94791126,8.664646901,6.571125041,4.999989646,3.270326394,2.304229697,1077,0.414285714,4365.06,3067.748264,55.38725723,14.53025512,3411.866174,58.41118193,15.05441889,7133.827709,84.46198973,19.25044938,5,1,0.482758621,26.2343843,10.52549428,4.606690013,3,0,9,0,0,5,1,1,1,7,2,1,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,20,2.785302058,2.785302058,2,0.650697637,7.055617091,7.793278234,1.650963624,18.67831254,32.47279681,2.762815758,16.1967062,4.15010201,0,0,0.076923077,0,0,0.2,0.155699789,0,0.25819889,0.25,4.1,15687.06403,14978.66918,1244.791289,1.047293578,12.60216405,12.0330768,9.300240281,0.5,1,0.891045886,3,1,72.36,455.8001525,6.357552005,1.269722943,3.111463221,28.04800914,0.039153699,0.095946359,0.408282799,0.388408326,0.468631328,32.4291953,126.8342458,270.0726053,0.398674957,1.265322452,482.6176852,75.0615776,2.085043822,18.30208291,5.635681798,12.66640111,3989,71,5.365,206
ENZALUTAMIDE,4.3346,18.78875716,112.9967,58.760688,2,0,0,1,0,0,12,12,48,0.848630861,-0.465948638,0.19377922,-0.146062539,-0.108997972,47.12478887,40.156747,68.4348753,77.78749546,85.84398657,2353.89528,2879.67236,4399.365596,4798.46343,4403.066903,11.9,31.97207271,-0.277845934,0.418041928,3.886618591,12.95593128,30.639312,34,312.1130413,769.0815593,17.66386194,369.4520978,-910.3714291,-58.63705779,-57.33905648,1679.452988,76.30091973,0.457935747,1.128405071,0.025916616,0.542064253,-1.335707149,-0.086032947,212.7253685,524.17918,12.03907252,251.8056705,-620.4774298,-39.96497445,0.169617003,0.11258683,0,2.744631398,523.395652,158.1694872,0.767931958,0.232068042,1,0,2,9,3,3,0,1,0,0,0,0.055555556,0.422455016,0.967199539,0,0,0.025,0.163937351,0.311785379,4.068500333,0.455341801,1.450311177,0.269631731,1.582438406,0.12530213,0.390430427,0.052260012,8.310478739,13.93226229,20.2874561,2.901896963,4.390236828,5.384628137,24.00770721,14.83878961,14.88607425,12.15761291,10.14642267,7.583566185,5.080819322,3.900326997,17.85884175,9.567865,7.765435071,5.40296256,3.943329431,2.434114027,1.303115842,0.85073578,747,0.354166667,1508.11,2945.057636,54.26838523,14.33390756,3110.071817,55.76801787,14.59677138,7542.682388,86.84861765,19.61140041,6,1,0.25,26.60207612,9.932360271,5.034722222,3,0,0,0,0,6,0,1,3,6,0,2,0,0,1,0,1,0,0,2,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,4,23,1.904246778,1.904246778,0,0.550321208,3.526401949,5.426668955,1.446370917,4.984721029,17.12427056,3.227191858,8.957187252,4.607630059,0.166666667,0.111111111,0,0,0,0.071428571,0.288675135,0,0.288675135,0.5,2.56,10665.01723,9149.040793,1920.392082,1.165697855,5.553562384,4.764152529,8.80248358,0.466666667,0.875,0.824745838,5,0,108.53,388.2484677,6.087462841,0.612087306,4.964242879,19.2758018,0.024629167,0.199751188,0.249031377,0.525193324,0.485762562,24.85213198,110.5267854,193.9494059,0.331714734,1.259987263,464.4378265,63.56611454,1.986441079,29.47252736,5.035763088,12.12531751,2840,61,4.002,174
ABIRATERONE,4.2231,17.83457361,107.3016,64.812583,0,0,0,0,0,0,6,6,57,0.16456087,-0.067448568,-0.028821041,0.015353633,0.010921716,27.13444934,30.66445584,47.99654782,53.99654782,47.99654782,2472.860907,3099.043797,4894.62203,5287.540453,4498.979255,11.85,15.99492119,-0.392216896,0.146395044,5.239539709,12.79286445,35.209417,30,475.9272669,690.632512,22.84573681,112.9922067,-163.966423,-21.42893332,362.9350602,854.598935,44.27467013,0.808136406,1.172711284,0.038792633,0.191863594,-0.278419088,-0.036386865,280.2828355,406.7269355,13.4542993,66.5433109,-96.56301952,-12.61991613,0.144806248,0.270236826,3.235444905,7.649861756,510.7890952,78.13037846,0.867332663,0.132667337,0,0,2,4,3,2,8,3,2,0,0,0.083333333,0.495696626,1.020880655,0,0,0.058925565,0.322085155,0.7095304,2.474847697,0.23570226,0.997933294,0.203263132,2.013049619,0.204124145,0.783053937,0.154462783,6.592637206,11.68933507,18.24842332,5.215753001,8.850399655,13.03314524,17.94094682,12.52164049,12.16290937,11.22016195,9.823982172,8.375579932,6.069862057,4.77531715,16.11767735,10.50837902,9.707339295,8.63124548,7.17869599,5.710568688,4.108577748,3.010269099,567,0.403508772,3071.02,2022.902389,44.97668717,12.64712009,2340.534815,48.37907415,13.2771553,4613.212024,67.92063033,16.64694221,2,1,0.625,18.05555556,6.518786781,2.703673469,2,0,7,0,2,4,4,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.292570804,2.292570804,0,0.166666667,5.854697503,3.915897393,1.788854382,17.93667259,26.18356644,7.865977183,6.496457356,5.802058503,0.25,0,0,0,0,0,0,0,0,0,3.88,6022.710687,5606.029401,858.3140317,1.074327346,7.016908107,6.531443265,7.434295538,0.461538462,0.857142857,0.864826609,1,1,33.12,357.5824896,5.906890596,1.330187875,2.634196431,14.47803152,0.072126553,0.142833588,0.386012682,0.47198005,0.465049886,18.44241583,60.9004571,130.0735501,0.338779894,1.323042618,349.509933,54.45802313,2.094539351,5.566600337,2.542546192,3.024054144,1524,53,5.537,154
FLUTAMIDE,2.9165,8.50597225,61.64,32.971723,0,0,0,0,0,0,6,6,30,0.483459017,-0.236436062,0.124804111,-0.069804867,-0.229453068,26.54950013,22.68291631,37.40660398,34.97862804,36.17993994,851.3227129,970.9276886,1313.673448,1295.415376,1097.437657,11.85,19.00041217,-0.279988296,0.418925228,3.72896875,9.102261733,18.508277,19,217.240412,318.9746131,9.604379136,246.1085151,-361.3617174,-35.19956253,-28.86810308,680.3363305,44.80394167,0.468848419,0.688411248,0.020728178,0.531151581,-0.779891128,-0.075967722,100.6581119,147.7965448,4.450178769,114.0341164,-167.4365641,-16.30967954,0.28528145,0.190629059,0,4.712284473,431.3570747,31.99185246,0.93095516,0.06904484,0,0,1,5,1,3,0,1,0,0,0,0,0.068041382,0.121416923,0,0,0,0.024056261,0.041066607,2.72645237,0.288675135,0.773450937,0.11785113,0.739305209,0.013498731,0.119317826,0.003896748,4.202713977,4.986396423,7.793656351,1.077541489,0.980490765,1.087332621,14.79252874,8.624916223,9.016471036,5.824207803,4.086853156,3.469780967,1.904660099,1.363307725,9.966897858,5.344708925,4.157974189,2.362685391,1.330560441,0.870783747,0.406469341,0.223454352,263,0.2,558.08,1729.019534,41.58148067,12.00235957,1843.125127,42.93163318,12.2607849,4003.890246,63.27630083,15.879155,2,1,0.363636364,17.05263158,6.635204082,4.795005203,2,0,0,0,0,3,1,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,4,12,1.719181189,1.637704365,3,0.5,1.129243235,3.124151921,0.285714286,1.650963624,6.813689581,1.040041912,3.685994008,1.769764598,0,0.595275394,0,0,0,0,0,0,0.2,0,1.79,3379.800407,2917.495327,638.4549122,1.158459578,5.293718229,4.569618421,6.483066671,0.444444444,0.8,0.837884553,5,0,72.24,228.9404144,5.247927513,0.593858143,2.015086199,11.69133253,0.041527737,0.14091239,0.273369357,0.46369585,0.636056558,14.30027687,31.6987112,59.9897175,0.363169904,1.373121765,276.212274,36.56242343,1.924338075,20.54155167,7.328070259,6.057076147,706,28,2.639,94
Sorafenib,4.1758,17.43730564,110.4589,58.285688,0,0,0,0,0,0,18,18,48,0.883120628,-0.524163208,0.141875786,-0.071918867,-0.110652791,47.98241064,40.35494935,63.16530947,62.24565577,66.3216986,1812.766741,2080.337688,2795.358137,2759.512424,2409.664356,11.85,34.96885413,-0.309919025,0.418651959,3.826295467,9.251389227,28.652312,34,355.4974541,951.4946835,27.65131408,374.0818236,-1001.236049,-55.72239044,-18.5843695,1952.730732,83.37370452,0.487263639,1.304169009,0.037900356,0.512736361,-1.372347159,-0.07637606,259.3635758,694.190804,20.17382576,272.9223467,-730.4810735,-40.65390137,0.156384911,0.115731651,0,1.717167045,606.2046637,123.3746141,0.830896219,0.169103781,0,0,2,15,1,1,0,0,0,0,0,0,0.234708048,0.375063813,0,0,0,0.073350613,0.096105008,3.227119437,0.288675135,0.554737854,0.11785113,0.839333746,0.013498731,0.091351195,0.003896748,5.160431219,7.829512397,9.986350819,1.399426042,1.671390737,1.691209609,23.30275414,15.15121691,14.50615329,10.79323939,8.635631223,6.702937779,4.12824084,3.263052655,17.213248,9.440955501,6.761056636,4.398207035,2.807679149,1.759447717,0.848666864,0.482682298,952,0.458333333,1508.11,2977.386153,54.56543002,14.38616559,3150.160188,56.12628785,14.65922057,6951.736786,83.3770759,19.08524649,6,3,0.095238095,26.60207612,12.109375,8.033240997,1,0,0,0,0,10,0,0,2,7,0,1,0,0,3,0,0,0,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,4,26,2.085765815,2.085765815,0,0,1.161408837,1.167730945,0.058823529,9.279204387,20.08987659,1.422692043,6.700781665,1.611289729,0,0.083333333,0.338061702,0,0,0,0,0.931801278,0,0,2.56,16317.34233,15472.15283,1912.474075,1.054626496,8.53205936,8.090124218,10.30670418,0.5,1,0.790232054,9,0,92.35,376.7731793,6.087462841,1.575968389,4.184173271,28.20386843,0.046401128,0.123194324,0.501795225,0.40467505,0.594120389,33.96401009,169.0524024,388.996241,0.372803411,1.500590664,464.8256807,64.24673894,2.007710592,29.76021292,8.187662457,11.89628752,3619,48,3.752,164
TRAMETINIB,3.1766,10.09078756,143.7331,75.711239,0,0,0,0,0,0,12,12,60,0.813029762,-0.520370847,0.371950042,-0.510411746,0.621816696,154.0384844,54.63643802,86.27168347,100.1132574,113.5972883,3243.425887,3965.37132,5791.735828,6762.800293,6783.69338,11.89,126.9044733,-0.281374113,0.293472192,4.335651853,12.96329176,41.028761,41,461.249746,1253.37192,24.63747909,309.8827315,-842.0564291,-41.81337798,151.3670146,2095.428349,66.45085707,0.598145921,1.625365234,0.031949736,0.401854079,-1.091973758,-0.054223339,355.6846594,966.5157939,18.99876029,238.9606384,-649.3370604,-32.24365376,0.10792091,0.103411862,0.48873126,2.58870109,617.7354214,153.3970561,0.801075612,0.198924388,0,0,4,13,2,2,3,0,0,0.288675135,0.166666667,0,0.52900999,1.04558007,0.288675135,0.129099445,0,0.192156466,0.341507735,3.179527487,0,0.969937028,0,1.602000975,0,0.256707165,0,7.422914631,12.94820181,20.52360568,2.818298166,3.931929051,5.176799558,26.59312917,17.57829516,16.91981953,13.98709109,12.24542321,10.10553505,7.636917328,5.627634912,22.4210769,12.66976793,10.31201117,6.746561157,4.878252201,3.417044031,2.109513274,1.301883837,889,0.433333333,2764.11,3641.268309,60.34292261,15.38452979,3881.010107,62.29775363,15.71501951,9929.301587,99.64588093,21.49345507,9,2,0.230769231,28.52587745,11.47242456,5.626825311,3,0,1,0,0,7,1,0,1,7,2,0,0,0,2,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,1,3,29,1.686181267,1.686181267,2,0.40852897,3.848493973,8.368835411,0,6.802565595,26.38757964,0,22.73106197,0,0,0.860153255,0,0,0,0,0,0.125,1.401982898,0.944940787,3.11,15661.35051,14043.61473,2992.359797,1.115193688,5.233779214,4.693157134,9.427035989,0.466666667,0.875,0.922148043,6,1,102.06,464.5213294,6.357552005,1.46865581,6.12923305,15.68334587,0.063083244,0.263269243,0.364773395,0.46690543,0.472697833,23.28123473,128.1620526,292.620591,0.255235635,1.304376658,615.3957826,75.02975592,2.027831241,31.58212947,10.14013349,16.37776424,3853,71,3.492,206
VEMURAFENIB,4.8139,23.17363321,122.2163,64.382274,0,0,0,0,0,0,21,22,51,0.584633508,-0.211459057,0.08444396,-0.222532489,-0.001720288,53.24813923,49.17438188,67.30326611,73.56681193,74.76155547,2465.494646,2917.761212,4199.171546,4248.617332,4003.415224,11.85,34.96885444,-0.287540183,0.216485594,4.873208659,10.69002412,32.577726,36,304.8673506,710.1645849,20.6224641,342.7144773,-798.3264984,-56.68601587,-37.84712667,1508.491083,77.30847997,0.470778112,1.096640694,0.031845341,0.529221888,-1.232780884,-0.087534908,197.4265561,459.88968,13.35473299,221.9356676,-516.9817331,-36.70883377,0.092794313,0.123368968,0.074629615,4.518242854,458.3356898,189.2461381,0.707764903,0.292235097,0,0,3,12,5,2,1,0,0,0,0,0.096225045,0.39856859,0.74230238,0,0,0.036084392,0.122257971,0.173841373,3.16632766,0.25,0.588590216,0,1.143177227,0.03606186,0.131326318,0,6.213953049,10.3638496,14.19109619,1.972680881,2.566418787,2.820258904,23.7503479,15.69750908,14.98685854,12.26115372,10.46755677,7.967295821,5.651371634,4.225511747,18.28413688,10.75179942,8.259430319,5.63020083,3.861377265,2.444342153,1.477117855,0.874997366,894,0.431372549,1860.1,3381.789212,58.15315307,15.01005135,3570.411863,59.75292347,15.28408481,8295.028735,91.07704835,20.24289543,5,2,0.130434783,26.07407407,10.94766821,5.87755102,1,0,2,0,0,9,0,0,1,8,2,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,0,5,27,1.250710027,1.009813553,3,0,1.436771762,1.215941754,0,9.856415441,27.08344968,0,16.05670518,0,0,0.650697637,0,0,0,0,0,0.6223699,0,0,2.89,6844.607878,5267.884125,3982.488826,1.299308739,1.718675978,1.322761809,8.202693447,0.470588235,0.888888889,0.754317852,7,1,100.3,389.5533948,6.169925001,3.148782468,5.811956019,7.144510639,0.195512807,0.360873401,0.46298883,0.523585824,0.503393218,16.10524913,82.32067667,229.1746516,0.082710344,1.489967872,489.9240126,67.00431484,2.030433783,27.80642229,7.48395684,9.27779154,3262,56,6.392,178
DABRAFENIB,5.3777,28.91965729,129.5518,68.39086,0,0,0,0,0,0,23,23,55,0.652689862,-0.290603839,0.134609608,-0.33833494,0.188260262,55.11047807,53.31042059,78.74403165,93.99000095,94.71388751,2951.730406,3561.530814,5287.130822,5412.155829,5479.339449,11.85,31.97307458,-0.270677835,0.25092816,5.137906982,13.34866206,38.18914,38,405.5207067,1080.174056,25.45179291,287.1267523,-764.8114227,-46.60076771,118.3939544,1844.985479,72.05256062,0.585464801,1.559486059,0.036745667,0.414535199,-1.104185705,-0.067279201,280.8828871,748.1798152,17.62911969,198.8776154,-529.7446886,-32.27790334,0.094129453,0.1015427,0.094629247,1.87814665,504.720029,187.92743,0.728682423,0.271317577,0,0,2,15,1,3,0,0,1,0,0,0.096225045,0.37863973,0.838881207,0,0,0.06846532,0.167477169,0.310012609,4.351176201,0.49279928,1.155348232,0.212378949,2.322321318,0.275499586,0.605334791,0.143305536,7.641222702,12.83310255,17.74036792,3.727228953,4.427585393,5.221811751,25.54324112,16.38086585,16.71183474,12.78743267,11.13130452,8.26740557,6.042761158,4.128024376,19.82491814,11.42831979,9.973350566,6.718420176,4.632169822,3.184140909,2.125928326,1.212794913,827,0.454545455,2174.12,3619.020984,60.15829937,15.35313376,3831.01942,61.89522938,15.64725347,9443.818291,97.17931,21.13728521,7,2,0.173913043,28.01939058,11.00653983,6.189511111,3,0,0,0,0,8,0,0,0,11,0,1,1,0,1,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,1,0,1,0,0,0,3,28,1.181354259,1.062187277,3,1.5,2.834486809,5.622743096,3,5.568387576,18.93833346,1.078764363,14.49047044,2.3528034,0,0.5,0,0,0,1.04338972,0,1.206588787,0,0,2.67,7931.627729,6384.492293,3406.824126,1.24232709,2.328158847,1.874030492,8.209190705,0.5,1,0.734452367,6,1,147.48,412.1222037,6.247927513,2.782649561,5.993864975,11.83366888,0.135013333,0.290820555,0.353574305,0.304487273,0.51714182,20.61018342,120.5371927,338.5190772,0.180624584,1.175203398,519.5654462,70.57092453,2.016312129,34.04370883,4.975724537,14.78221208,3610,61,3.912,192
